Guizhou restaurant
Guitar instructor
Guitar store
Gujarati restaurant
Gun club
Gun shop
Offal barbecue restaurant
Gutter cleaning service
Gutter service
Gym
Gymnasium school
Gymnastics center
Gymnastics club
Obstetrician-gynecologist
Gynecologist
Gypsum product supplier
Gyro restaurant
Haberdashery
Hair extension technician
Hair extensions supplier
Hair removal service
Hair replacement service
Hair salon
Hair transplantation clinic
Haitian restaurant
Hakka restaurant
Halal restaurant
Haleem restaurant
Halfway house
Ham shop
Hamburger restaurant
Hammam
Hand surgeon
Handbags shop
Handball club
Handball court
Handicapped transportation service
Handicraft
Handicraft exporter
Handicraft fair
Handicraft museum
Handicraft school
Handicrafts wholesaler
Handyman/Handywoman/Handyperson
Hang gliding center
Hardware store
Harley-Davidson dealer
Hat shop
Haunted house
Hauptschule (lower-tier secondary school)
Haute couture fashion house
Haute French restaurant
Hawaiian goods store
Hawaiian restaurant
Hawker center
Hawker stall
Hay supplier
Head and neck surgeon
Head start center
Health and beauty shop
Health consultant
Health counselor
Health food restaurant
Health food store
Health insurance agency
Health resort
Health spa
Hearing aid repair service
Hearing aid store
Hearing assistance earphone store
Heart hospital
Heating contractor
Heating equipment supplier
Heating oil supplier
Height works
Helicopter charter
Helicopter tour agency
Heliport
Helium gas supplier
Hematologist
Hepatologist
Herb shop
Herbal medicine store
Herbalist
Heritage building
Heritage museum
Heritage preservation
Heritage railroad
High ropes course
High school
Higher secondary school
Highway patrol
Hiking area
Hiking club
Hiking guide
Hindu priest
Hindu temple
Hip hop dance class
Hispanic church
Historical landmark
